id,carat,cut,color,clarity,depth,table,price
21213,1.32,5,2,5,61.2,57.0,7617
21214,0.53,2,6,4,63.7,55.0,1607
21215,1.19,4,4,5,62.6,58.0,8109
21216,1.2,4,6,6,62.1,58.0,11301
21217,0.7,3,6,7,60.9,59.0,3724
21218,0.35,5,1,4,61.8,55.0,446
21219,1.23,5,5,4,61.9,57.0,9759
21220,1.05,5,6,6,62.4,56.0,8982
21221,0.33,4,4,4,62.0,58.0,743
21222,1.21,4,2,2,62.3,59.0,4686
21223,0.46,5,1,7,62.5,56.0,953
21224,0.5,4,6,4,61.4,58.0,1629
21225,0.31,5,1,6,62.0,56.1,468
21226,0.71,4,6,2,59.0,60.0,2410
21227,0.73,1,2,2,61.3,67.0,1892
21228,0.52,5,6,5,61.4,57.0,2512
21229,0.35,4,7,3,60.9,58.0,644
21230,1.53,3,4,5,61.9,57.0,16219
21231,0.76,5,7,5,62.0,56.0,4243
21232,0.41,3,4,3,63.4,57.0,861
21233,1.3,3,4,5,62.5,58.0,10654
21234,0.86,4,5,2,59.3,62.0,2818
21235,1.01,3,4,5,63.6,57.0,6905
21236,0.83,3,6,3,62.1,58.0,3002
21237,0.5,1,7,3,65.1,58.0,1323
21238,1.01,1,4,3,65.3,58.0,4417
21239,1.53,3,5,5,60.3,58.0,15079
21240,0.53,3,5,3,61.5,59.0,1320
21241,0.3,3,6,6,63.2,56.0,622
21242,1.5,2,1,3,59.1,64.0,6687
21243,1.51,3,2,5,63.0,59.0,9343
21244,1.07,5,3,1,62.1,55.0,3412
21245,0.31,1,6,3,56.9,66.0,579
21246,0.31,5,3,5,62.1,54.0,544
21247,0.31,5,6,4,62.5,54.0,720
21248,0.4,5,3,3,62.6,52.0,705
21249,1.51,4,3,2,62.3,62.0,7018
21250,0.7,4,4,3,60.3,58.0,2170
21251,1.0,1,5,3,64.8,58.0,4586
21252,2.01,5,4,3,59.2,57.0,17492
21253,0.7,1,3,3,61.0,66.0,1995
21254,1.0,3,7,3,62.8,58.0,5005
21255,0.82,4,2,5,61.9,58.0,2853
21256,0.7,5,2,5,63.1,54.0,2142
21257,0.7,3,7,5,63.4,59.0,3001
21258,2.06,4,1,1,61.2,58.0,5203
21259,0.4,5,6,5,62.0,54.0,1125
21260,1.75,3,3,5,63.3,56.0,14359
21261,0.25,4,3,7,59.8,59.0,450
21262,1.01,2,3,4,64.2,55.0,4839
21263,0.31,5,4,7,61.8,54.0,789
21264,0.46,3,5,3,63.1,56.0,1006
21265,0.73,5,3,2,62.3,56.0,2278
21266,0.71,1,3,4,62.1,70.0,1832
21267,1.01,4,5,3,61.9,58.0,4412
21268,0.3,4,3,3,60.1,55.0,554
21269,0.8,5,5,8,60.8,56.0,6674
21270,0.72,5,6,6,62.0,56.0,3874
21271,0.71,2,5,4,63.6,58.0,2494
21272,1.51,3,2,6,61.9,56.0,9416
21273,1.01,3,5,7,62.1,58.0,9908
21274,1.32,5,4,2,62.9,57.0,6409
21275,1.01,4,5,4,62.7,58.0,5988
21276,1.22,5,7,4,61.7,56.0,10538
21277,0.7,2,6,6,63.6,62.0,2858
21278,0.31,2,4,2,63.2,55.0,408
21279,0.45,4,1,2,60.9,57.0,720
21280,1.52,4,4,7,60.4,59.0,15959
21281,0.76,5,5,8,59.6,58.0,4596
21282,1.01,2,3,3,63.3,58.0,4559
21283,0.71,2,3,3,58.4,62.1,2282
21284,0.7,1,5,1,64.9,59.0,1134
21285,0.9,1,4,4,65.8,61.0,4309
21286,0.88,4,5,5,60.7,55.0,3921
21287,0.31,4,6,6,61.9,58.0,816
21288,0.38,4,6,5,61.5,58.0,1069
21289,0.72,5,3,7,61.4,56.0,3124
21290,1.5,4,2,2,60.8,58.0,7526
21291,0.4,2,5,7,59.2,64.0,1287
21292,1.04,2,6,2,62.3,62.0,4290
21293,0.9,4,7,2,58.7,58.0,3578
21294,1.06,5,4,4,61.1,57.0,6548
21295,2.24,5,2,2,61.7,58.0,16709
21296,1.01,4,5,3,62.5,58.0,4989
21297,1.2,4,4,3,62.3,59.0,6586
21298,0.7,2,5,4,60.1,56.0,2591
21299,0.41,2,5,3,63.7,58.0,705
21300,1.54,4,4,2,61.6,58.0,7287
21301,0.3,4,3,4,62.7,59.0,608
21302,0.7,4,2,2,62.1,60.0,1724
21303,1.53,4,4,2,58.5,59.0,6788
21304,0.54,5,7,3,61.7,55.0,1650
21305,0.33,5,4,4,62.5,57.0,743
21306,0.61,5,5,4,62.4,55.0,2002
21307,0.31,5,7,4,62.0,55.0,942
21308,0.52,2,6,4,58.3,61.0,1673
21309,0.31,2,7,2,63.6,54.0,593
21310,0.54,3,4,3,63.2,58.0,1392
21311,1.01,5,5,3,61.7,56.0,5932
21312,2.01,4,2,4,60.5,60.0,16778
21313,1.02,3,6,4,60.3,60.0,6103
21314,1.5,3,7,3,63.4,63.0,9895
21315,0.5,2,5,4,63.3,57.0,1436
21316,2.01,5,5,2,60.0,56.0,17220
21317,1.53,5,2,2,61.4,58.0,8021
21318,1.21,5,2,2,64.6,56.0,4879
21319,0.52,5,7,3,62.4,57.0,1720
21320,1.31,3,4,6,62.2,59.0,11108
21321,0.78,2,6,3,59.4,62.0,3578
21322,0.32,5,6,2,62.7,57.0,576
21323,1.66,4,4,2,59.1,58.0,10030
21324,1.14,4,1,3,62.4,59.0,3792
21325,0.54,5,6,4,61.8,57.0,1590
21326,1.22,5,4,4,59.9,56.0,8485
21327,0.36,5,4,6,61.8,55.0,888
21328,1.24,5,5,4,61.4,57.0,9073
21329,0.3,5,3,6,61.1,55.0,776
21330,0.56,4,6,6,59.2,56.0,2496
21331,0.94,4,4,3,61.9,57.0,4106
21332,0.7,4,3,4,61.8,60.0,2330
21333,0.31,4,4,3,61.4,58.0,462
21334,2.01,4,6,2,58.9,60.0,17179
21335,0.41,5,5,4,61.4,55.0,1107
21336,0.77,5,3,4,62.0,56.0,2763
21337,0.9,5,1,4,62.5,57.0,3255
21338,1.01,3,2,2,63.7,57.0,3998
21339,0.3,3,4,4,62.6,62.0,491
21340,0.43,3,4,4,62.4,56.0,852
21341,1.0,2,4,3,62.5,65.0,4528
21342,1.27,5,4,7,61.7,56.0,10805
21343,0.72,5,6,7,61.6,56.0,4702
21344,0.41,5,6,5,62.1,55.0,1079
21345,2.04,3,3,2,60.0,60.0,16319
21346,2.02,4,3,2,61.4,59.0,15606
21347,0.73,5,6,7,62.0,56.0,4830
21348,0.31,5,7,3,62.4,56.0,571
21349,0.7,3,5,2,58.8,57.0,2020
21350,0.92,5,2,3,62.1,55.0,3610
21351,1.06,3,5,3,59.5,63.0,4488
21352,0.8,3,4,5,59.5,63.0,3158
21353,2.11,1,5,1,67.6,57.0,7019
21354,1.53,3,3,2,61.2,55.9,9391
21355,1.22,3,6,4,60.8,59.0,9475
21356,0.57,5,7,4,61.8,56.0,2103
21357,0.35,4,7,3,60.1,61.0,827
21358,0.27,5,5,7,61.0,57.0,620
21359,1.08,3,7,5,60.5,58.0,8513
21360,0.9,3,6,6,62.0,55.0,6466
21361,0.51,2,3,4,64.1,54.0,1195
21362,0.31,4,6,7,61.3,58.0,988
21363,0.58,5,5,4,60.6,55.0,1798
21364,0.42,5,5,5,61.3,57.0,1103
21365,0.32,5,4,7,61.8,56.0,786
21366,0.92,5,5,3,62.2,55.0,3400
21367,0.5,3,2,4,61.7,58.0,1176
21368,1.0,2,6,6,64.1,57.0,7692
21369,1.03,5,2,4,61.2,56.0,5378
21370,0.71,1,4,7,62.8,57.0,3062
21371,1.56,5,6,4,60.5,57.0,12717
21372,1.2,5,4,5,62.3,56.0,8596
21373,0.74,3,2,5,63.4,57.0,2353
21374,1.51,4,3,8,60.2,60.0,13194
21375,0.33,5,4,6,60.4,57.0,761
21376,0.37,3,3,3,62.6,63.0,491
21377,0.65,5,6,3,62.7,54.0,1989
21378,1.08,3,2,3,60.5,60.0,4276
21379,0.9,5,3,5,62.2,58.0,4428
21380,0.34,5,6,3,61.4,54.0,765
21381,1.01,4,4,3,61.0,62.0,4672
21382,1.01,5,2,5,62.8,57.0,3991
21383,0.97,4,3,3,58.0,62.0,3911
21384,1.28,3,6,3,59.8,59.1,7927
21385,0.35,5,4,8,62.3,55.0,1044
21386,0.5,5,4,7,62.1,53.5,1865
21387,2.01,3,2,5,61.5,62.0,15335
21388,0.32,3,7,3,63.2,54.0,756
21389,0.9,3,6,1,62.4,63.0,2245
21390,0.7,5,3,7,61.2,57.0,2947
21391,1.11,1,3,3,65.7,61.0,5178
21392,0.91,3,5,2,63.5,56.0,3496
21393,0.3,4,7,3,62.3,58.0,552
21394,1.2,3,7,2,63.1,57.0,5373
21395,0.42,5,7,6,61.4,56.0,1389
21396,1.05,4,3,3,60.2,62.0,5139
21397,1.22,5,2,4,62.5,57.0,5960
21398,1.12,5,1,4,62.9,57.0,3638
21399,0.29,3,6,5,60.4,58.0,499
21400,2.2,5,2,2,62.2,56.0,13512
21401,0.57,5,6,5,60.8,54.8,2061
21402,1.1,4,4,3,59.6,60.0,4712
21403,0.31,5,6,3,62.1,56.0,582
21404,1.02,4,4,3,61.3,58.0,4341
21405,1.07,5,4,6,62.4,55.6,8235
21406,0.91,5,2,5,62.4,57.0,3954
21407,0.35,5,7,4,60.6,56.0,829
21408,0.52,2,7,3,63.7,55.0,1605
21409,0.3,4,4,5,62.0,60.0,776
21410,1.01,2,5,5,62.9,64.0,5606
21411,1.1,4,4,4,60.3,57.0,6032
21412,1.21,5,2,5,61.5,56.0,6691
21413,0.36,5,7,3,62.5,56.0,851
21414,1.51,5,3,3,61.3,56.0,9833
21415,1.58,4,3,2,62.4,57.0,8777
21416,0.75,2,6,2,62.3,58.0,2702
21417,0.55,3,6,7,61.2,57.0,2585
21418,0.9,5,6,4,62.0,59.0,5439
21419,1.23,4,4,5,61.8,58.0,8381
21420,1.22,3,3,3,63.5,55.0,6387
21421,0.73,5,4,3,62.1,54.0,2583
21422,0.7,3,3,3,62.1,59.0,2213
21423,0.51,4,6,3,58.2,61.0,1340
21424,0.3,4,7,3,62.3,58.0,709
21425,0.4,4,7,6,60.8,59.0,1323
21426,0.37,4,5,3,61.5,59.0,616
21427,0.32,5,4,8,61.9,56.0,940
21428,1.24,3,1,3,61.6,60.0,5045
21429,0.9,4,6,2,60.7,61.0,3084
21430,0.73,4,5,4,62.3,60.0,2683
21431,1.5,2,4,3,64.2,58.0,10428
21432,0.33,4,4,5,60.3,58.0,797
21433,0.3,3,4,7,63.5,57.0,1013
21434,0.9,5,3,2,61.9,55.0,4101
21435,0.61,4,2,5,60.0,61.0,1614
21436,1.0,2,4,5,63.7,60.0,4805
21437,0.37,3,7,3,62.2,58.0,681
21438,0.9,3,7,3,61.2,60.0,4381
21439,0.71,4,2,4,62.1,59.0,2294
21440,0.36,5,5,3,62.7,57.0,667
21441,0.5,5,7,3,61.6,55.0,1654
21442,0.38,4,2,5,61.3,60.0,700
21443,1.01,3,5,4,59.4,61.0,6288
21444,0.3,5,6,3,61.3,56.0,640
21445,0.57,4,3,3,59.3,58.0,1218
21446,0.74,5,7,3,61.8,56.0,3517
21447,0.7,1,3,5,67.2,55.0,1811
21448,0.52,3,7,5,59.6,57.0,1995
21449,1.01,2,7,3,64.1,60.0,4909
21450,0.25,3,7,5,60.0,63.0,388
21451,1.16,5,4,7,61.9,55.0,9781
21452,0.38,5,7,4,60.8,57.0,787
21453,1.7,4,2,4,62.2,58.0,11781
21454,0.36,5,6,5,62.7,57.0,933
21455,0.32,5,7,3,61.2,56.0,714
21456,1.3,4,5,2,61.6,58.0,5788
21457,1.51,3,5,4,62.5,58.0,14165
21458,0.91,4,6,2,61.1,59.0,3639
21459,0.85,5,6,3,61.8,54.0,3167
21460,1.14,5,1,3,61.5,56.0,5174
21461,0.34,4,6,2,62.5,59.0,612
21462,1.01,5,6,4,59.3,57.0,7240
21463,0.53,5,5,6,62.1,56.0,2175
21464,0.31,5,3,8,60.8,57.0,977
21465,0.38,5,6,3,61.1,55.0,844
21466,0.68,2,5,3,58.1,60.0,2074
21467,0.72,4,4,4,62.9,57.0,2795
21468,0.38,5,3,3,61.2,56.0,697
21469,0.81,5,3,3,62.1,54.0,2435
21470,0.5,2,7,3,63.2,57.0,1436
21471,0.5,5,2,3,62.0,55.0,982
21472,1.04,3,7,8,61.3,56.0,18542
21473,0.32,5,5,6,62.1,54.0,786
21474,1.09,3,7,2,61.9,61.0,3890
21475,0.55,5,6,4,62.0,55.0,1816
21476,0.53,5,6,4,61.8,56.0,1676
21477,1.07,5,4,5,61.8,55.0,7198
21478,2.0,2,4,4,64.1,55.0,17898
21479,2.3,5,3,2,62.6,54.0,18108
21480,0.51,3,5,4,63.0,57.0,1423
21481,0.7,1,7,2,67.8,58.0,1770
21482,0.3,4,4,6,60.6,58.0,878
21483,1.02,3,3,3,63.5,55.0,4487
21484,1.0,1,4,2,68.3,54.0,3142
21485,0.58,5,5,2,60.9,57.0,1209
21486,0.3,3,4,7,63.1,58.0,1013
21487,1.5,2,4,2,63.7,58.0,7216
21488,1.09,5,3,3,62.4,55.0,4784
21489,0.32,5,3,8,61.6,54.0,814
21490,2.02,3,4,2,62.8,55.0,15877
21491,0.32,5,3,7,61.3,56.0,905
21492,0.7,5,2,2,62.3,55.0,1874
21493,1.38,5,4,7,61.8,56.0,13250
21494,1.19,3,3,2,63.4,58.0,4558
21495,0.4,4,7,3,61.6,58.0,990
21496,1.01,5,6,2,62.0,56.0,4694
21497,0.8,4,5,2,61.0,57.0,2797
21498,0.4,5,6,5,62.1,55.0,898
21499,0.52,5,6,6,61.8,56.0,2301
21500,0.31,2,5,4,63.9,56.0,802
21501,1.14,5,7,5,59.8,57.0,9193
21502,0.91,1,3,2,65.7,60.0,2763
21503,1.0,1,7,2,69.3,58.0,2974
21504,0.24,5,3,7,60.7,57.0,504
21505,0.4,4,6,5,61.5,58.0,800
21506,1.04,4,6,7,62.5,59.0,10350
21507,0.3,4,7,3,61.3,60.0,709
21508,0.8,2,4,2,62.8,58.0,2363
21509,1.03,5,7,2,61.8,54.0,5105
21510,0.9,4,6,2,60.4,59.0,3924
21511,0.9,3,3,6,62.9,58.0,4186
21512,0.31,2,4,5,63.1,59.0,625
21513,0.4,4,6,5,60.3,58.0,1125
21514,0.32,4,6,4,61.3,59.0,900
21515,0.3,5,4,4,62.2,57.0,526
21516,0.7,3,6,3,63.2,57.0,2518
21517,0.54,2,7,3,57.9,60.0,1767
21518,0.48,2,4,5,58.2,59.2,1228
21519,0.33,5,6,7,61.7,56.0,984
21520,1.2,2,5,2,59.0,60.0,5514
21521,0.33,4,4,5,62.0,59.0,854
21522,1.88,3,7,2,63.2,60.0,9791
21523,1.1,5,6,2,61.6,56.0,5263
21524,0.41,5,5,4,60.8,56.0,1107
21525,0.51,2,7,3,64.0,58.0,1255
21526,2.14,4,2,2,60.1,58.0,15915
21527,0.77,4,5,5,59.5,58.0,3211
21528,0.61,5,6,7,59.9,61.0,3212
21529,1.2,4,5,3,60.2,58.0,6604
21530,1.01,1,3,6,65.0,55.0,4355
21531,1.17,5,3,2,61.4,56.0,5373
21532,0.9,5,2,5,62.4,57.0,3545
21533,1.01,2,5,2,63.8,57.0,3532
21534,0.51,5,7,4,62.9,56.0,1716
21535,0.56,5,4,6,62.6,53.0,2148
21536,1.01,3,5,2,61.8,56.0,4298
21537,1.2,5,5,4,61.9,53.0,8669
21538,1.2,4,6,4,62.0,59.0,8279
21539,0.7,2,3,2,60.2,63.0,1950
21540,0.42,3,3,3,58.6,61.0,761
21541,0.3,5,6,4,62.1,53.6,652
21542,2.03,2,1,6,63.2,60.0,15898
21543,0.92,3,6,5,61.3,57.0,5210
21544,1.08,4,3,4,62.1,58.0,5250
21545,1.54,4,4,2,61.5,61.0,8969
21546,0.34,4,4,4,61.2,62.0,765
21547,0.72,5,3,6,61.7,55.0,3417
21548,0.41,5,5,7,61.8,54.0,1213
21549,0.3,5,6,5,62.1,58.0,670
21550,1.52,5,5,2,61.2,57.0,9057
21551,0.35,5,3,7,61.5,57.0,798
21552,0.57,4,6,4,61.0,58.0,1949
21553,0.61,5,5,2,61.9,57.0,1588
21554,0.7,4,5,4,61.2,59.0,2459
21555,2.0,3,1,2,62.6,57.0,12342
21556,0.38,3,4,4,62.5,56.0,775
21557,0.56,3,6,3,60.2,57.0,1440
21558,0.71,5,6,6,61.7,56.0,4447
21559,1.27,4,1,4,62.2,58.0,4580
21560,0.42,5,7,6,62.6,56.0,1326
21561,1.11,4,4,3,62.4,58.0,5750
21562,0.34,4,3,7,61.5,60.0,995
21563,1.7,4,4,4,61.4,58.0,12681
21564,0.51,5,6,3,61.5,55.0,1649
21565,0.5,5,5,4,62.4,56.0,1404
21566,1.51,4,5,4,61.6,58.0,14683
21567,0.57,5,5,3,61.6,56.0,1397
21568,0.9,5,5,4,62.7,56.0,4678
21569,0.32,4,6,4,61.7,58.0,702
21570,0.5,4,6,3,61.0,61.0,1562
21571,1.22,1,5,2,65.0,56.0,4705
21572,1.0,2,6,2,63.7,61.0,3889
21573,2.06,4,2,3,60.8,60.0,15494
21574,1.5,4,4,3,60.0,61.0,9954
21575,1.11,4,6,2,62.6,59.0,5152
21576,0.81,4,5,3,61.0,59.0,3230
21577,1.45,3,5,4,62.6,58.0,11667
21578,1.01,4,5,4,61.7,58.0,6416
21579,0.91,3,2,4,61.0,57.0,3664
21580,1.28,5,6,5,62.2,55.0,12465
21581,0.25,3,4,7,63.7,54.0,451
21582,0.53,4,6,4,58.3,62.0,1727
21583,0.4,5,2,8,62.4,56.0,982
21584,0.42,5,7,6,62.1,55.0,1389
21585,1.22,4,3,3,60.6,58.0,5063
21586,1.02,3,3,3,61.0,59.0,5455
21587,0.73,5,1,3,61.3,57.0,1956
21588,0.51,5,6,4,61.5,55.0,1662
21589,2.51,4,1,2,59.3,58.0,16278
21590,1.02,3,6,5,58.9,59.0,7253
21591,1.02,4,2,3,60.2,60.0,3713
21592,1.0,3,4,4,62.8,57.0,5227
21593,1.03,4,6,2,61.7,61.0,3876
21594,0.52,5,4,5,62.1,54.0,1743
21595,0.34,3,4,3,61.2,54.0,536
21596,2.02,5,3,2,62.7,57.0,15785
21597,0.5,4,6,2,59.5,59.0,1154
21598,0.31,3,6,4,62.8,57.0,680
21599,0.75,5,2,5,61.1,59.0,2659
21600,1.29,4,2,3,62.2,58.0,6140
21601,0.71,5,7,6,61.6,56.0,4222
21602,0.3,4,4,7,62.6,58.0,789
21603,0.3,3,5,5,59.8,60.0,640
21604,1.06,3,3,3,62.8,58.0,4785
21605,0.59,5,4,4,61.9,56.0,1844
21606,1.01,5,3,3,62.7,56.0,5457
21607,0.51,5,7,3,61.6,56.0,1569
21608,0.51,5,4,6,62.9,57.0,1974
21609,1.01,3,6,4,63.1,56.0,6480
21610,1.1,2,2,3,63.7,59.0,4497
21611,0.39,4,4,7,59.9,59.0,1170
21612,0.71,3,4,6,60.8,58.0,2977
21613,0.41,5,6,4,62.0,56.0,935
21614,0.57,4,5,3,61.1,60.0,1257
21615,0.91,4,3,4,61.8,60.0,4238
21616,1.81,3,2,5,59.9,61.0,14177
21617,0.33,5,6,4,62.3,55.0,723
21618,0.38,5,5,8,60.7,57.0,1212
21619,1.19,4,2,3,62.2,58.0,4865
21620,0.9,5,4,4,62.7,56.0,4133
21621,1.06,5,5,8,61.0,57.0,10995
21622,1.12,3,3,2,62.4,55.0,4538
21623,1.01,1,2,2,68.1,59.0,3054
21624,0.32,3,3,6,61.0,58.0,645
21625,0.4,4,5,4,62.6,58.0,842
21626,0.74,5,6,3,61.6,54.0,2699
21627,0.33,3,4,2,62.9,55.0,434
21628,0.72,4,1,4,61.4,58.0,1846
21629,0.7,2,5,2,63.3,58.0,1978
21630,0.3,3,7,4,62.6,61.0,710
21631,0.92,3,5,3,63.5,58.0,3967
21632,0.53,5,4,7,60.8,56.0,2005
21633,0.32,5,6,8,62.3,54.0,1018
21634,0.54,5,4,5,61.8,54.0,1754
21635,0.57,3,4,4,59.9,54.6,1633
21636,0.43,5,4,5,61.1,56.0,1008
21637,1.55,4,2,2,58.5,60.0,7972
21638,0.5,5,6,3,61.3,56.2,1601
21639,0.38,5,4,3,62.1,54.0,969
21640,0.73,5,4,5,61.6,57.0,3033
21641,1.7,4,3,2,59.8,61.0,8263
21642,0.23,3,3,8,63.9,55.0,369
21643,1.03,4,4,5,62.2,59.0,6628
21644,1.01,4,5,3,59.7,61.0,4989
21645,1.01,5,1,4,61.1,56.0,4617
21646,1.24,5,3,5,61.6,56.0,8299
21647,1.51,4,5,5,60.0,60.0,16551
21648,0.33,5,3,6,62.2,54.0,666
21649,1.01,4,2,2,59.6,62.0,3665
21650,1.03,3,4,3,59.4,60.0,5353
21651,0.43,2,4,3,63.6,55.0,903
21652,0.7,2,2,3,58.2,61.0,2028
21653,0.32,5,7,6,60.3,58.0,804
21654,0.7,5,5,1,62.1,57.0,1928
21655,0.71,4,3,2,61.5,60.0,1826
21656,0.71,3,7,3,61.0,58.0,2683
21657,0.39,5,3,3,61.5,56.0,698
21658,0.3,3,7,3,62.2,61.0,552
21659,1.53,4,4,5,62.6,60.0,14699
21660,1.02,4,5,2,61.1,59.0,4459
21661,1.02,5,4,4,61.7,56.0,6648
21662,1.51,2,1,5,60.6,55.0,7848
21663,0.55,5,7,5,61.5,56.0,1918
21664,0.41,5,3,3,62.9,55.0,876
21665,0.34,5,3,8,60.8,56.0,988
21666,0.71,3,5,5,62.6,55.0,2893
21667,0.9,4,5,2,59.7,60.0,3951
21668,0.7,5,3,7,62.0,55.0,2881
21669,0.51,4,7,3,61.6,58.0,1687
21670,0.77,3,4,5,61.1,54.0,3197
21671,1.22,2,1,3,63.8,57.0,4612
21672,0.42,3,6,3,59.8,61.0,722
21673,0.54,5,4,2,61.8,54.0,1133
21674,0.26,2,7,6,63.6,56.0,564
21675,1.7,4,2,4,62.0,59.0,10929
21676,1.01,2,3,4,63.1,59.0,5166
21677,0.3,4,6,6,61.5,60.0,789
21678,0.33,5,6,3,61.9,57.0,579
21679,0.42,4,4,3,62.2,58.0,945
21680,1.0,5,7,3,60.6,56.0,5880
21681,1.0,4,6,3,62.6,60.0,5544
21682,0.33,5,3,7,62.1,53.0,730
21683,0.3,5,4,5,61.5,57.0,776
21684,0.31,5,1,5,61.2,55.0,424
21685,0.59,5,7,3,62.5,55.0,1820
21686,0.3,5,3,4,62.1,55.0,457
21687,0.41,4,7,6,62.2,58.0,1181
21688,0.7,5,5,7,62.2,55.0,3348
21689,2.77,4,3,1,62.6,62.0,10424
21690,0.45,5,2,4,61.3,55.0,748
21691,0.51,3,1,4,61.9,61.0,984
21692,0.34,5,3,7,61.6,53.0,751
21693,1.52,4,1,5,61.2,59.0,8216
21694,0.71,5,6,4,61.6,56.0,2891
21695,1.0,4,5,5,59.2,60.0,7056
21696,1.16,5,3,2,61.9,56.0,4797
21697,0.34,4,3,6,61.4,58.0,880
21698,0.32,4,4,4,60.7,58.0,720
21699,0.4,5,7,4,61.3,57.0,982
21700,1.31,5,3,5,61.5,55.0,8583
21701,0.4,3,6,7,63.8,56.0,1142
21702,0.76,5,1,3,61.9,53.0,1859
21703,2.01,3,3,1,58.1,63.0,6592
21704,1.0,4,5,4,59.9,60.0,5606
21705,0.5,3,7,3,63.5,57.0,1257
21706,1.01,4,5,3,62.7,54.0,4276
21707,1.03,5,3,3,62.2,56.0,5005
21708,0.31,5,5,7,60.6,56.0,1140
21709,0.3,5,1,4,61.6,56.0,384
21710,0.81,2,3,3,63.0,58.0,2534
21711,0.25,5,6,4,60.6,57.0,535
21712,0.4,2,3,3,62.0,61.0,667
21713,0.7,4,5,4,60.2,59.0,2657
21714,1.04,3,4,4,62.8,56.0,6424
21715,0.53,5,6,3,60.6,57.0,1607
21716,1.23,3,5,2,61.9,58.0,6233
21717,1.13,5,2,4,62.3,56.0,5031
21718,1.28,2,4,3,57.6,62.0,6175
21719,0.73,5,6,4,62.2,56.0,3270
21720,0.71,3,7,4,62.5,60.0,2745
21721,0.4,5,6,2,61.9,58.0,629
21722,0.41,5,5,7,60.3,56.0,1356
21723,0.3,5,5,8,60.0,59.0,873
21724,0.32,5,4,3,62.6,55.0,445
21725,0.31,5,6,6,61.4,58.0,755
21726,0.71,3,1,3,60.7,58.0,1643
21727,0.58,5,6,2,62.8,56.0,1346
21728,0.51,3,5,6,60.8,56.0,2041
21729,0.71,5,2,8,61.7,59.0,2701
21730,2.48,4,2,2,63.0,62.0,17607
21731,0.34,5,7,4,62.0,55.0,1033
21732,0.52,5,6,4,60.4,57.0,1694
21733,1.61,4,5,4,62.3,59.0,15426
21734,1.23,5,4,7,61.8,56.0,10572
21735,0.37,2,3,3,64.0,55.0,528
21736,0.4,4,6,4,62.5,58.0,975
21737,0.54,5,7,4,60.9,56.0,1763
21738,0.32,5,4,4,61.4,57.0,561
21739,0.24,5,3,7,61.5,55.0,504
21740,1.02,5,3,2,61.4,58.0,4766
21741,0.73,5,5,5,61.4,55.0,3493
21742,2.68,3,2,1,63.5,56.0,9665
21743,1.01,4,7,3,61.8,60.0,5543
21744,1.61,5,4,3,61.2,55.0,11294
21745,0.5,5,5,6,61.6,56.0,2160
21746,0.4,4,5,4,61.6,58.0,842
21747,0.7,3,5,3,61.1,57.0,2409
21748,0.31,5,4,8,61.9,56.0,924
21749,1.24,3,4,3,61.8,59.0,6438
21750,1.51,4,4,4,59.6,57.0,12696
21751,0.5,3,4,6,60.5,62.0,1715
21752,0.7,5,3,8,62.2,55.0,3167
21753,0.71,4,7,3,60.6,58.0,2913
21754,0.5,4,5,5,62.3,55.0,1838
21755,0.71,5,1,4,62.0,56.0,2052
21756,0.32,5,4,5,61.2,56.0,828
21757,0.32,5,4,4,61.8,55.0,561
21758,0.28,3,5,7,61.5,56.0,707
21759,2.02,1,1,2,64.6,55.0,9853
21760,0.3,4,5,6,61.5,58.0,737
21761,0.51,4,4,4,62.4,58.0,1546
21762,0.31,2,6,3,63.9,56.0,698
21763,1.51,2,6,3,63.6,56.0,12490
21764,0.3,4,6,4,62.4,59.0,658
21765,1.1,2,5,2,60.5,61.0,4674
21766,0.42,5,7,5,62.3,57.0,1350
21767,0.5,3,7,4,63.0,57.0,1688
21768,0.43,4,4,4,62.9,59.0,1113
21769,0.9,4,3,5,62.9,58.0,4234
21770,0.9,3,2,4,62.5,57.0,3209
21771,0.52,4,6,4,60.7,58.0,1689
21772,1.04,1,2,1,67.3,56.0,2037
21773,1.02,2,3,3,63.4,57.0,4796
21774,0.33,4,4,4,60.6,61.0,743
21775,1.51,4,5,3,62.0,57.0,8033
21776,0.34,4,3,4,60.2,60.0,689
21777,0.7,5,3,3,62.5,56.0,2294
21778,0.7,5,6,4,61.9,58.0,2952
21779,1.01,4,4,4,63.0,56.0,5864
21780,1.06,3,7,2,60.1,58.0,5293
21781,0.71,5,5,2,62.1,54.0,2365
21782,1.51,4,6,3,61.5,58.0,12530
21783,0.27,5,2,5,61.3,57.0,432
21784,0.71,2,7,2,56.6,63.0,2015
21785,0.9,2,2,7,63.6,58.0,4187
21786,0.5,3,2,3,63.2,57.0,1087
21787,0.5,2,6,2,63.7,55.0,1181
21788,0.91,3,1,3,62.8,59.0,2956
21789,0.57,2,4,4,64.1,55.0,1613
21790,0.5,1,6,4,66.3,55.0,1397
21791,1.13,4,3,5,58.9,58.0,6005
21792,0.3,5,3,7,61.6,57.0,665
21793,0.73,5,5,6,61.9,55.2,3888
21794,0.9,5,1,4,62.8,55.0,2817
21795,0.41,3,3,3,62.6,59.0,683
21796,1.35,5,5,2,62.9,56.0,5761
21797,0.7,2,6,3,61.4,64.0,2822
21798,0.59,5,6,4,61.4,56.0,1755
21799,0.3,4,4,7,60.5,59.0,789
21800,0.5,3,5,4,60.8,61.0,1357
